company,department,title,salary,currency,gender,race,sexual_orientation,exp_years,country,city,inhouse,nb_jobs,happy_salary,nb_awards_top,nb_awards_inter,nb_awards_local
,Strategy,Strategist,"$130,000",,Female,White,Heterosexual,5,USA,NYC,External,,,,,
R/GA,Strategy,Strategist,"$73,000",,Woman,Black,Heterosexual,4,USA,NYC,External,,,,,
,Strategy,Strategist,"45,000",USD,Female,Caucasian,heterosexual,1,USA,NYC,External,,,,,
,Strategy,Strategist,"$58,000",,Male,White,Heterosexual,4,USA,"Richmond, VA",,,,,,
Vitro,Strategy,Strategist,"70,000",USD,Female,White,Heterosexual,4,USA,San Diego,,,,,,
Heat (Deloitte Digital),Strategy,Strategist,50000,USD,Female,White,Heterosexual,1,USA,San Francisco,In-house,,,,,
n/a,Strategy,Strategist,"64,500",,Male,White,,2,USA,Texas,,,,,,
McCann,Strategy,Strategist,"75,000",,Male,White,,4,,Toronto,External,,,,,
,Strategy,Strategist,62000,CAD,Female,White,,3,Canada,Toronto,,,,,,
,Strategy,Strategist,85000,USD,Cis,White,Heterosexual,5,USA,New York,External,,,,,
Wieden + Kennedy,Strategy,Strategist,"73,000",USD,Female,White,Heterosexual,5,USA,Portland,External,,,,,
,Strategy,Strategist,"90,000",USD,Female,White,Heterosexual,3.5,USA,New York,External,,,,,
,Strategy,Strategist,66000,USD,Female,Caucasian,Heterosexual,2,USA,New York City,External,,,,,
,Strategy,Strategist,"66,000",USD,Male,White,Gay,3,USA,New York City,External,,,,,
Hearts and Science,Strategy,Strategist,"$50,750",USD,Female,White,Heterosexual,3,USA,New York,External,,,,,
Digitas,Strategy,Strategist,"67,000",USD,Female,White,Heterosexual,3,USA,Boston,External,,,,,
,Strategy,strategist,"$70,000",USD,female,asian,,4,USA,new york,External,,,,,
,Strategy,Strategist,"54,000",USD,Male,White,Heterosexual,6,USA,New York,In-house,,,,,
Ketchum,Strategy,Strategist,"78,000",USD,Male,Latinx,Heterosexual,4,United States,New York,External,,,,,
,Strategy,Strategist,"85,000",USD,Female,Asian,Heterosexual,4,United States,New York,External,,,,,
,Strategy,Strategist,"115,000",USD,Female,,Queer,4,United States,New York,,,,,,
,Strategy,Strategist,"68,000",CAD,Female,White,Heterosexual,1,Canada,Toronto,In-house,,,,,
,Strategy,Strategist,"70,000 (CANADIAN DOLLARS)",CAD,Female,Mixed race black/white (not white passing),Heterosexual,5,Canada,Toronto,In-house,,,,,
,Strategy,Strategist,95000,USD,Female,White,Heterosexual,5,United States,New York,,4,,,,
,Strategy,Strategist,65000,USD,Female,White,Heterosexual,2,United States,Dallas,External,3,,,,
,Strategy,Strategist,"$68,000",USD,female,White,Heterosexual,1,United States,Chicago,External,5,,,,
,Strategy,Strategist,"90,000",CAD,Cis Male,White,Bisexual,5,Canada,Toronto,External,3,Yes,1,2,3
,Strategy,Strategist,"$60,000",USD,Male,White,Gay,2,United States,New York,,2,,,,
publicis,Strategy,strategist,"70,000",USD,female,White,Heterosexual,4,United States,New York,In-house,1,No,,,
,Strategy,Strategist,32000,GBP,,,,3,UK,London,External,2,,,,
,Strategy,Strategist,"SGD 50,400 (annual)",SGD,Female,Asian,Heterosexual,4,Singapore,Singapore,External,1,No,0,5,10+
VCCP,Strategy,Strategist,"£38,000",GBP,MALE,mixed race (black Caribbean and white British),Heterosexual,5,UK,London,In-house,3,No,0,0,0
Synergy,Strategy,Strategist,35000,GBP,female,White,Heterosexual,1,UK,Bristol,External,5,Yes,0,0,0
,Strategy,Strategist,"$95,000",USD,Female,Asian,Bisexual,5.5,United States,"Washington, D.C.",External,2,Yes,0,0,0
,Strategy,Strategist,£34 000,,Female,White,Hetero,3.5,UK,London,External,,,,,
,Strategy,Strategist,"$65,000",USD,Male,White,Hetero,3,USA,Los Angeles,,,,,,
,Strategy,Strategist,"98,000",USD,Female,White,Heterosexual,7,USA,Minneapolis,External,,,,,
Havas,Strategy,strategist,70000,USD,female,white as hell,Heterosexual / CIS,2,USA,New York City,External,,,,,
Madwell,Strategy,strategist,80000,USD,female,white as hell,Heterosexual / CIS,4,USA,New York City,External,,,,,
n/a,Strategy,Strategist,"60,000",,female,biracial/mixed,,2,USA,NYC,In-house,,,,,
,Strategy,Strategist,54000,,,,,3,France,"Paris, France",In-house,,,,,
,Strategy,Strategist,"32,000",GBP,Female,,Heterosexual,3,UK,London,External,,,,,
Purpose,Strategy,Strategist,"70,000",USD,female,white,Heterosexual,4,USA,New York,External,,,,,
Havas,Strategy,Strategist,"62,500",USD,female,,Heterosexual,5,USA,Chicago,In-house,,,,,
PHD Media,Strategy,Strategist,50750,USD,Female,White,Heterosexual,2,USA,New York,In-house,,,,,
,Strategy,Strategist,62500,USD,Female,White,Heterosexual,5,United States,New York,External,,,,,
,Strategy,Strategist,"78,000",USD,Woman,White,Heterosexual,5,United States,Chicago,External,,,,,
,Strategy,Strategist,"80,000",AUD,Female,White,Heterosexual,6,Australia,Portland,External,3,No,,,
,Strategy,Strategist,"$60,000",USD,Female,White,Heterosexual,5,United States,Dallas,External,,,,,
Zeus Jones,Strategy,Strategist (flat org - comparable to Strategy Director elsewhere),"$135,000 + bonus ($20,000 avg)",USD,Female,White,Heterosexual,13,United States,Minneapolis,External,3,Yes,,,
,Strategy,Strategist (mid-level),"80,000",,Woman / female,White,Bisexual,3,USA,San Francisco,In-house,,,,,
Saatchi & Saatchi,Strategy,Strategist (Mid),"70,000",AUD,Male,White,Heterosexual,3,Australia,Would Identify Me,In-house,,,,,
Edelman,Strategy,Strategist Planner / AS,98000,USD,Female / NB,White,Non-binary,8,USA,Washington DC,External,,,,,
,Strategy,"Strategist, Performance Marketing","62,000",USD,Female,White,Bisexual,3,United States,New York,In-house,,,,,
Verizon,Strategy,Strategy,"135,000",USD,Female,,,10,USA,New York,In-house,,,,,
,Strategy,Strategy Analyst,"70,000",USD,,Hispanic/Caucasian,Heterosexual,3,United States,New York,,,,,,
,Strategy,Strategy Consulting Lead,"£80,000",GBP,Female,Mixed - White and Asian,Heterosexual,11,UK,London,External,,,,,
,Strategy,Strategy Director,£120000,,,,,19,UK,London,External,,,,,
,Strategy,strategy director,110000,USD,female,caucasian,Heterosexual,8,USA,los angeles,In-house,,,,,
,Strategy,Strategy Director,"116,000",USD,,,,10,USA,Los Angeles,External,,,,,
,Strategy,Strategy Director,"206,000",,Male,White & Mexican,Heterosexual,11,USA,Los Angeles,External,,,,,
,Strategy,Strategy Director,"140,000",,Female,Caucasian,Heterosexual,7,USA,Los Angeles,External,,,,,
IPG,Strategy,Strategy Director,"140,000",USD,Female,White,Heterosexual,7,USA,N/A,In-house,,,,,
,Strategy,Strategy Director,170000,,male,white,,8,USA,New York,External,,,,,
,Strategy,Strategy Director,120000,,Female,White,Cis,7,USA,New York,External,,,,,
Ogilvy,Strategy,Strategy Director,155000,,Female,White,Heterosexual,6,USA,New York,In-house,,,,,
,Strategy,Strategy Director,"170,000",,Female,White,Cos,5,USA,New York,External,,,,,
,Strategy,Strategy Director,"170,000",,Female,White,Cos,5,USA,New York,External,,,,,
,Strategy,Strategy Director,147500,,Male,White,Heterosexual,10,USA,New York,External,,,,,
,Strategy,Strategy Director,170,USD,Female,White,Heterosexual,15,USA,New York,,,,,,
,Strategy,Strategy Director,"180,000",,Male,,,5,USA,New York City,External,,,,,
,Strategy,Strategy Director,"$135,000",USD,Female,White,Heterosexual,10,USA,San Francisco,External,,,,,
,Strategy,Strategy Director,"170,000",USD,Female,White,Heterosexual,11,USA,Seattle,External,,,,,
,Strategy,Strategy Director,"$110,000",USD,Male,,,6,USA,SLC,External,,,,,
,Strategy,Strategy Director,"115,000",USD,Female,White,Heterosexual,10,USA,Chicago,External,,,,,
360i,Strategy,Strategy Director,"165,000",USD,Male,White,Gay,11,USA,New York,,,,,,
Publicis,Strategy,Strategy Director,"$185,000",USD,Female,White,Heterosexual,10,USA,New York,External,,,,,
,Strategy,Strategy Director,"185,000",USD,Female,Latinx,Heterosexual,8,USA,New York,In-house,,,,,
,Strategy,Strategy Director,"185,000",USD,Female,Latinx,Heterosexual,8,United States,New York,External,,,,,
Too small to be anonymous,Strategy,Strategy Director,"£60,000",GBP,Male,White British,Heterosexual,20,UK,Leeds,In-house,,,,,
R/GA,Strategy,Strategy Director,"180,000",USD,female,white,,7,United States,New York,External,,,,,
,Strategy,Strategy Director,"165,000",USD,Female,White,Bisexual,13,United States,Los Angeles,External,,,,,
,Strategy,Strategy Director,"$107,500",USD,Male,Asian,Heterosexual,8,United States,Minneapolis,,,,,,
,Strategy,Strategy Director,"150,000",USD,Female,White,Heterosexual,15,United States,Chicago,External,,,,,
Havas,Strategy,Strategy Director,150000,USD,,,,12,United States,New York,,,,,,
McCann,Strategy,Strategy Director,"155,000",USD,Male,Black,Heterosexual,10,United States,New York,External,,,,,
havas,Strategy,strategy director,"165,000",USD,male,White,Heterosexual,10,United States,Chicago,External,,,,,
,Strategy,Strategy Director,"150,000",USD,Female,White,Heterosexual,7,United States,New York,,,,,,
,Strategy,Strategy Director,"180,000",SGD,Cis female,Asian,Heterosexual,11,Singapore,Singapore,External,,,,,
,Strategy,Strategy Director,"$180,000",AUD,Female,White,Heterosexual,7,Australia,Sydney,External,2,,,,
freelance,Strategy,Strategy Director,280000,EUR,male,Asian,Heterosexual,20,Netherlands,Amsterdam,External,8,,,,
Havas,Strategy,Strategy Director,175000,USD,Female,Black,Queer,7,United States,New York,External,3,Yes,,,
Mediacom Sydney,Strategy,Strategy Director,"$110,000 (including super)",AUD,Female,White,Heterosexual,7,Australia,Sydney,In-house,3,No,1,1,2
The Infinite Agency,Strategy,Strategy Director,"$120,000",USD,Cis Female,Asian,Heterosexual,14,United States,Dallas,External,7,No,0,0,1
,Strategy,Strategy Director,110000,GBP,Female,Asian,Heterosexual,14,UK,London,In-house,6,Yes,0,0,2
Dentsu Aegis Network,Strategy,Strategy Director,"144,000",SGD,Female,Black,Heterosexual,15,Singapore,Singapore,External,8,Yes,0,0,0
Mediacom,Strategy,Strategy Director,81000,GBP,Female,White,Heterosexual,18,UK,London,In-house,6,Yes,0,0,6
Vice,Strategy,Strategy Director,"141,000",USD,Male,White,Heterosexual,12,United States,New York,In-house,6,No,0,0,0
,Strategy,Strategy Director,"150,000",USD,Female,White,Heterosexual,10,United States,Los Angeles,,4,,,,
,Strategy,Strategy Director,"150,000",USD,Female,White,Heterosexual,10,United States,Los Angeles,,4,,,,
,Strategy,Strategy Director,170000,USD,Male,Latinx,Heterosexual,11,United States,Los Angeles,External,7,Yes,1,4,4
McCann Worldgroup,Strategy,Strategy Director,"70,000",GBP,Male,White,Gay,8,UK,London,External,5,No,2,0,2
72andSunny,Strategy,Strategy Director,"164,000",,Female,White,Heterosexual,8,USA,Los Angeles,External,,,,,
Havas,Strategy,Strategy Director,175000,,Female,Black,Lesbian,7,USA,NYC,,,,,,
,Strategy,Strategy Director,"114,000",USD,Female,,Heterosexual,11,Singapore,Singapore,In-house,,,,,
,Strategy,Strategy director,"$180,000",USD,,White,Heterosexual,11,United States,New York,In-house,,,,,
McGarrah Jessee,Strategy,Strategy Director,"155,000",USD,,White,Queer,15,United States,Austin,In-house,10,,,,
Step Change,Strategy,Strategy Executive,"55,000",,male,white,Heterosexual,2,,Sydney,In-house,,,,,
Curology,Strategy,Strategy Intern,"41,600",,Male,White,Heterosexual,2,USA,San Fransisco,In-house,,,,,
,Strategy,Strategy Intern,$15/h,USD,Female,Asian,Bisexual,5,United States,New York,In-house,4,No,1,0,2
,Strategy,Strategy intern,£20.5K,GBP,Male,White,Heterosexual,1,UK,London,External,,,,,
,Strategy,Strategy Lead,"170,000",USD,Female,Chinese,Heterosexual,10,USA,New York,External,,,,,
,Strategy,Strategy Lead - Creative,"Rs, 13,00,000 (13 lakhs)",Rupees,Female,Indian,Heterosexual,10,India,Bangalore,In-house,,,,,
,Strategy,Strategy Manager,30,EUR,female,,,3,Spain,Madrid,In-house,,,,,
,Strategy,Strategy VP,"235.000,00",USD,Male,Latinx,Heterosexual,15,United States,New York,,6,No,2,10+,
,Strategy,SVP,250000,USD,,,Heterosexual,12,USA,Boston,External,,,,,
,Strategy,svp,200000,USD,,,,24,United States,New York,In-house,9,Yes,1,1,
,Strategy,SVP,250000,USD,,Asian,Heterosexual,18,United States,Chicago,In-house,8,No,8,10+,10+
,Strategy,SVP Global Strategy Director,"300,000",USD,Female,Latinx,Heterosexual,20,United States,New York,,4,Yes,6,10+,10+
Doner,Strategy,SVP Strategic Planning,"$250,000",USD,Male,White,Gay,20,United States,Detroit,External,10,Yes,,,
Doner,Strategy,SVP Strategic Planning,"$250,000",USD,Male,White,Gay,20,United States,Detroit,External,10,Yes,,,
Doner,Strategy,SVP Strategic Planning,"$250,000",USD,Male,White,Gay,20,United States,Detroit,External,10,Yes,,,
,Strategy,SVP Strategy,230000,,Female,caucasian,hetrosexual,16,USA,New York,External,,,,,
,Strategy,SVP Strategy,250000,USD,Male,White,Gay,20,United States,Seattle,External,,,,,
,Strategy,SVP Strategy,250000,USD,Male,White,Gay,20,United States,Seattle,External,,,,,
,Strategy,SVP Strategy,250000,USD,Male,White,Gay,20,United States,Seattle,External,,,,,
,Strategy,SVP Strategy,250000,USD,Male,White,Gay,20,United States,Seattle,External,,,,,
,Strategy,SVP Strategy,"202,000",USD,Male,White,Heterosexual,20,United States,New York,,3,Yes,2,2,
,Strategy,SVP Strategy,"350,000",USD,Female,White,,15,USA,Los Angeles,In-house,,,,,
,Strategy,SVP Strategy Director,"240,000",USD,Male,White,Gay,14,United States,New York,External,5,No,0,0,0
,Strategy,"SVP, Planning Director",205000,USD,Male,White,Heterosexual,13,USA,Chicago,External,,,,,
,Strategy,"SVP, Strategy",245000,USD,Female,Black,Heterosexual,16,United States,Atlanta,In-house,,,,,
,Strategy,Vice President,"150, 000",,Female,Latinx,,10,USA,Atlanta,,,,,,
,Strategy,"Vice President, Strategy","123,000",USD,Male,White,Heterosexual,14,United States,Cincinnati,,,,,,
,Strategy,"Vice President, Strategy",397000,USD,MALE,White,Gay,10,United States,New York,In-house,4,Yes,4,3,7
,Strategy,VP,"120,000",USD,,,,15,USA,Cincinnati,,,,,,
Creative Impact Agency,Strategy,VP,"120,000",USD,Male,White,,10,USA,Los Angeles,In-house,,,,,
IPG PR,Strategy,VP,"160,000",USD,female,white,bisexual,12,USA,New York,External,,,,,
FCB,Strategy,VP,"200,000",USD,Female,White,,15,United States,Chicago,,5,Yes,1,1,
,Strategy,VP,"200,000",USD,Female,White,,11,United States,Chicago,,5,,1,,
FCB Chicago,Strategy,VP director of strategy,"180,000",,Female,,,10,USA,Chicago,,,,,,
Digitas,Strategy,VP Group Director,205000,,,,,14,USA,Chicago,In-house,,,,,
,Strategy,VP Planning,185000,USD,F,White,Heterosexual,9,United States,New York,In-house,,,,,
,Strategy,VP Strategy,224000,USD,,,,12,USA,New York,External,,,,,
,Strategy,VP Strategy Director,"140,000",USD,Female,Asian,Lesbian,10,USA,NYC,In-house,,,,,
,Strategy,"VP, Planning Director","$155,000",USD,Male,White,Heterosexual,8,USA,"New York, NY",External,,,,,
,Strategy,"VP, strategic planning and analytics",181500,USD,Male,White,Heterosexual,13,United States,New York,External,4,Yes,0,0,1
,Strategy,"VP, Strategy","195,000",USD,,,,11,United States,Chicago,,,,,,
Zenith,Strategy,"VP, Strategy","160,000",USD,Female,,,14,United States,New York,,4,Yes,,,
Leo Burnett,Strategy,"VP, Strategy Director","150,000",USD,Female,Black,Straight,15,United States,Chicago,External,6,,,,
Publicis,Strategy,VP/Director,"148,000",USD,Female,White,Heterosexual,7,United States,Chicago,,,,,,
,Strategy,Senior social strategist,"96,000",USD,Female,Asian,Heterosexual,7,United States,Seattle,In-house,3,Yes,0,0,0
,Strategy,Strategy Director,"$160,000",USD,female,White,Heterosexual,10,United States,San Francisco,In-house,4,Yes,0,2,1
Ogilvy,Strategy,Strategist,"70,000",USD,Female,White,Heterosexual,3,United States,Chicago,,2,,,,
Privately Owned,Strategy,Digital Marketing Strategist,50000,EUR,Male,White,Heterosexual,5,Austria,Tyrol,In-house,2,No,0,1,1
Haygarth,Strategy,Planner,37000,GBP,Male,White,Heterosexual,4,UK,London,In-house,2,Yes,0,0,0
,Strategy,"SVP, Strategy Director","200,000",USD,Female,White,Heterosexual,16,United States,Chicago,In-house,4,No,2,0,2
,Strategy,"SVP, Strategy Director","200,000",USD,Female,White,Heterosexual,16,United States,Chicago,In-house,4,No,2,0,2
,Strategy,Directir,168000,CAD,Male,Black,Heterosexual,10,Canada,Toronto,,6,,0,2,
,Strategy,Group strategy director,"185,000",USD,Female,White,Heterosexual,13,United States,Washington dc,External,3,No,0,,
,Strategy,COO,3500,USD,Male,White,Heterosexual,3,Ukraine,Kyiv,In-house,2,Yes,0,0,0
BBDO,Strategy,Senior Strategist,"$115,000",USD,Male,White,Heterosexual,4,United States,Los Angeles,External,2,,0,5,
,Strategy,"VP, Planning Director",180000,USD,Female,White,Heterosexual,21,United States,Chicago,In-house,9,No,0,0,
RAPP,Strategy,Experience Strategist,85000,USD,Female,White,Heterosexual,3,United States,Los Angeles,In-house,2,Yes,0,2,0
,Strategy,Social media strategist,"65,000",USD,Female,White,Heterosexual,3,United States,New York,In-house,2,Yes,,,
mediacom,Strategy,strategy director,75000,GBP,female,White,Heterosexual,15,UK,london,In-house,5,Yes,,,
Wunderman Thompson,Strategy,Director,160000,USD,Male,White,Heterosexual,20,United States,Atlanta,,6,No,0,2,4
Havas Creative Group Ukraine,Strategy,Strategist,150 EUR / month,EUR,Female,White,Heterosexual,3,Ukraine,Kiev,In-house,3,No,0,0,0
,Strategy,Digital Strategy,2200,USD,Male,White,Heterosexual,12,Ukraine,Kiev,In-house,3,No,0,0,0
,Strategy,Strategist,"90,000",USD,female,White,Heterosexual,6,United States,New York,External,4,No,0,0,0
,Strategy,Strategy Director,"130,000",AUD,Female,White,Heterosexual,20,Australia,Sydney,External,10,Yes,0,0,1
Perficient,Strategy,Lead Business Consultant,"86,000",USD,Female,White,Heterosexual,15,United States,Minneapolis,External,5,No,0,3,0
VCCP,Strategy,Senior Planner,"$100,650",AUD,Male,White,Heterosexual,5,Australia,Sydney,External,3,No,2,0,10+
,Strategy,Strategist,"£38,000",GBP,Male,White,Heterosexual,4,UK,Glasgow,External,2,Yes,0,0,4
Blue 449,Strategy,"Senior Vice President, Strategy","207,000",USD,Female,White,Heterosexual,25,United States,New York,External,10,No,4,6,8
Horizon Media,Strategy,Assistant Media Planner,38000,USD,Male,Latinx,,1.4,United States,New York,In-house,2,No,,,
,Strategy,EVP,195000,USD,Female,White,Heterosexual,20,United States,Chicago,External,8,No,0,0,10+
,Strategy,Group Planning Director,"375,000",USD,Male,Asian,,10,United States,New York,External,4,,,,
,Strategy,SVP Strategy,"380,000",USD,Female,White,,17,United States,New York,External,7,,,,
,Strategy,Global CSO,"700,000",USD,Male,White,,15,United States,New York,,7,,,,
,Strategy,Planning Director,"300,000",USD,Male,Black,,10,United States,Los Angeles,In-house,3,,,,
Zeno Group,Strategy,Vice President,"$130,000",USD,Female,White,Heterosexual,10,United States,Chicago,External,4,Yes,3,2,10+
,Strategy,Strategy Director,80000,GBP,MALE,Black,Heterosexual,11,United Kingdom,London,In-house,6,Yes,3,3,3
72andSunny,Strategy,Strategy Director,"200,000",USD,Female,White,Heterosexual,7,United States,New York,In-house,7,,,,
,Strategy,Strategy associate,126000,USD,Male,White,Heterosexual,5,United States,Minneapolis,In-house,4,Yes,0,0,0
,Strategy,Digital strategist,92500,USD,Male,White,Gay,10,United States,Chicago,In-house,7,Yes,2,9,10+
Huge,Strategy,Senior Strategist,115k,USD,,,,8,United States,New York,,6,,,,
